医療機関CD,医療機関名,年度,施設区分,日付,方法,連携機関対応者部署,連携機関対応者役職,連携機関対応者氏名,連携機関対応人数・氏名,当院対応者所属,当院対応者氏名,当院対応人数・氏名,内容,備考,データ作成部署
0810365,こうら整形外科,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810399,原田整形外科医院,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810415,杉生クリニック,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810456,総社みみ・はな・のどクリニック,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810464,診療ドクター杉生,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810506,たなか耳鼻咽喉クリニック,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
2610102,岡ハートクリニック,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0111913,佐々木医院,2023,0,2024-03-12,訪問,,院長,佐々木高,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0113794,さわだレディスクリニック,2023,0,2024-03-12,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0114537,ふくだ医院,2023,0,2024-03-12,訪問,,院長,福田久也,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0115252,浦上ファミリークリニック,2023,0,2024-03-12,訪問,,院長,川島邦裕,,地域医療連携室,小野,,地域連携小児夜間・休日診療に際してのお願い,,地域医療連携室
0116409,よこやま腎泌尿器科クリニック,2023,0,2024-03-12,訪問,,院長,横山光彦,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0122241,たなかファミリークリニック,2023,0,2024-03-12,訪問,,院長,田中浩行,,地域医療連携室,小野,,地域連携小児夜間・休日診療に際してのお願い,,地域医療連携室
0206747,Ｍクリニック耳鼻咽喉科,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212851,川辺内科,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0710151,ほそや医院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0800705,渡辺医院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810209,さかえ外科内科クリニック,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810316,すぎもと眼科医院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810415,杉生クリニック,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0810431,清音クリニック,2023,0,2024-03-13,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
2600640,佐藤医院,2023,0,2024-03-13,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
2610144,河原内科医院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
3000444,呉妹診療所,2023,0,2024-03-13,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
3000493,松田クリニック,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
3010054,まきび病院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
3010062,源医院,2023,0,2024-03-13,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
3010088,平本胃腸科外科クリニック,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0213040,まび記念病院,2023,0,2024-03-14,訪問,地域連携室,MSW,"神﨑 晴子",,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810019,森下病院,2023,0,2024-03-14,訪問,地域医療連携室,看護師,"金澤 真由美",,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810035,長野病院,2023,0,2024-03-14,訪問,入退院支援・地域連携室,,髙原義史,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810050,薬師寺慈恵病院,2023,0,2024-03-14,訪問,地域連携室,,白神照子様,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810233,谷口レディスクリニック,2023,0,2024-03-14,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810373,旦医院,2023,0,2024-03-14,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0114271,三宅おおふくクリニック,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0206614,ふちもとクリニック,2023,0,2024-03-15,訪問,,院長,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0211218,野上内科医院,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0211564,沼本医院,2023,0,2024-03-15,訪問,,,"沼本 由美子先生",,地域医療連携室,小野,,地域連携小児夜間・休日診療に際してのお願い,,地域医療連携室
0212174,ふじの小児科医院,2023,0,2024-03-15,訪問,,院長,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0212620,松本眼科医院,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0212653,おか整形外科,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0213008,すぎはら眼科・循環器科内科,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0115575,ももたろうクリニック,2023,0,2024-03-18,訪問,,院長,"森 茂",,地域医療連携室,小野,,地域連携小児夜間・休日診療に際してのお願い,,地域医療連携室
0207091,よこやま内科・循環器内科,2023,0,2024-03-18,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0211234,守安外科胃腸科整形外科クリニック,2023,0,2024-03-18,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0212794,むらかみクリニック,2023,0,2024-03-18,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0810126,昭和医院,2023,0,2024-03-18,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0112069,林内科小児科医院,2023,0,2024-03-19,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0114560,深井医院,2023,0,2024-03-19,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0116490,笛木内科医院,2023,0,2024-03-19,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0210723,児島聖康病院,2023,0,2024-03-19,訪問,地域医療連携室,,中川浩次様,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212885,いわもとクリニック,2023,0,2024-03-19,訪問,,相談役（前理事長）,"岩本 登志子",,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0114198,赤司整形外科医院,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115328,撫川クリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116821,MANA乳腺甲状腺クリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0122829,庭瀬ファミリークリニック,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0205145,兵耳鼻咽喉科医院,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0205236,くさか整形外科,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0206283,やまじクリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0206747,Ｍクリニック耳鼻咽喉科,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0206861,森整形外科リハビリクリニック,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0206879,もり小児科・耳鼻咽喉科クリニック,2023,0,2024-03-22,訪問,,副院長,森　玲子,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0207083,太田郁子ウィメンズクリニック,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0211606,江口眼科クリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0212026,西原眼科,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0213073,まんだい眼科,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0213172,岡皮膚科医院,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0213388,ながしま形成外科クリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0213446,じょう泌尿器科クリニック,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0211606,江口眼科クリニック,2023,0,2024-03-23,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0107838,大屋医院,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0111954,名越整形外科医院,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112309,名越産婦人科,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0113208,野崎医院,2023,0,2024-03-26,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0114602,川島眼科,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115286,ももレディースクリニック,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116425,にしがわ診療所,2023,0,2024-03-26,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116615,かりや内科,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116664,ゆみ皮膚科,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
